ID,Last Name,First Name,Program,DOB,Age,Gender,City,Sub-program,Worker,Level of Support,Admission Date,Days Elapsed,Location/County,Referral Source
CLI002153,Roberts,Noah,291 George Street,1972-11-03,53,Male,,,,,2023-06-19,892,Toronto,"Self,  Family or Friend"
CLI002154,Romero,Janet,ETS Path to Employment,1984-07-11,41,Do not know,,,,,2024-03-01,636,Toronto,"Self,  Family or Friend"
CLI002155,Miller,Jacob,Court Diversion - College Park,1985-06-06,40,Male,,,,,2020-11-18,1835,Toronto,Other
CLI002156,Jones,Patrick,ETS Employment and Training Services,1979-01-31,46,Female,,,,,2020-08-11,1934,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002157,James,Angela,1Housing - 40 Oak,1962-03-06,63,Male,,,,,2021-04-15,1687,Toronto,"Self,  Family or Friend"
CLI002158,Kelly,Anthony,ETS Employment Ontario,1984-01-10,41,Female,,,,,2022-06-29,1247,Toronto,"Self,  Family or Friend"
CLI002159,Rogers,Katherine,ETS Employment and Training Services,1984-01-10,41,Female,,,,,2019-11-06,2213,Toronto,"Self,  Family or Friend"
CLI002160,Lewis,Christine,ETS TESS - Hospitality,1984-01-10,41,Female,,,,,2022-06-29,1247,Toronto,"Self,  Family or Friend"
CLI002161,Flores,Elizabeth,1Housing - 40 Oak,1958-04-24,67,Female,,,,,2022-04-29,1308,Toronto,"Self,  Family or Friend"
CLI002162,Thompson,Amy,ETS Employment and Training Services,1991-09-16,34,Female,,,,,2024-01-02,695,Toronto,"Self,  Family or Friend"
CLI002163,Moore,Stephen,ETS Employment and Training Services,1974-01-21,51,Male,,,,,2020-06-11,1995,Toronto,"Self,  Family or Friend"
CLI002164,Diaz,Jonathan,ETS Employment Ontario,1974-01-21,51,Male,,,,,2020-09-02,1912,Toronto,"Self,  Family or Friend"
CLI002165,Jimenez,Joshua,ETS Path to Employment,1974-01-21,51,Male,,,,,2022-07-26,1220,Toronto,"Self,  Family or Friend"
CLI002166,Ramos,Tyler,ETS Employment and Training Services,1989-04-29,36,Male,,,,,2023-09-27,792,Toronto,"Self,  Family or Friend"
CLI002167,Parker,Carolyn,Support within Housing,1984-05-05,41,Female,East York,,,,2024-02-14,652,Toronto,Internal Source
CLI002168,King,Joyce,CSS West,1947-07-18,78,Do not know,,,,,2009-07-16,5978,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002169,Ruiz,Mark,ETS Employment and Training Services,1985-08-09,40,Male,Aroura,,,,2019-10-15,2235,Toronto,"Self,  Family or Friend"
CLI002170,Davis,Timothy,Court Diversion - Ontario Court of Justice 10 Armoury,1961-04-05,64,Male,North York,,,,2024-01-03,694,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002171,Roberts,Robert,ETS Employment and Training Services,1900-01-01,125,Female,,,,,2023-09-20,799,Toronto,"Self,  Family or Friend"
CLI002172,Castillo,Rebecca,ETS SSTEP,1900-01-01,125,Female,,,,,2023-09-20,799,Toronto,"Self,  Family or Friend"
CLI002173,Wood,Benjamin,ETS Employment Ontario,1900-01-01,125,Female,,,,,2023-09-20,799,Toronto,"Self,  Family or Friend"
CLI002174,Lee,Karen,ETS Employment and Training Services,1987-05-02,38,Male,,,,,2023-10-03,786,Toronto,"Self,  Family or Friend"
CLI002175,Garcia,Lisa,1Housing - Housing Help,1995-09-11,30,Male,,,,,2023-06-08,903,Toronto,"Self,  Family or Friend"
CLI002176,Gomez,Lisa,1Housing - Housing Help,1988-03-20,37,Female,,,,Low,2025-05-22,189,Toronto,"Self,  Family or Friend"
CLI002177,Sanchez,Patricia,1Housing - Kingston Road (4626 & 4628),1990-03-25,35,Female,,,,,2022-09-19,1165,Toronto,External Source
CLI002178,Adams,Steven,Bridging Streets to Homes Follow-up,1980-10-11,45,Female,,,,,2022-04-29,1308,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002179,Sanders,Laura,ETS Employment Ontario,1972-02-24,53,Male,,,,,2018-08-27,2649,Toronto,"Self,  Family or Friend"
CLI002180,Flores,Jessica,CSS West,1979-03-03,46,Male,Toronto,,,,2025-03-10,262,Toronto,The Access Point
CLI002181,Reed,Kenneth,"African,  Black and Caribbean Communities Program",1997-03-03,28,Male,,,,Medium,2025-09-19,69,Toronto,External Source
CLI002182,James,Adam,ETS TESS - Career Exploration,1983-09-19,42,Male,,,,,2024-01-29,668,Toronto,"Self,  Family or Friend"
CLI002183,Evans,Michael,ETS Employment and Training Services,1983-09-19,42,Male,,,,,2024-01-05,692,Toronto,"Self,  Family or Friend"
CLI002184,King,Jessica,ETS Employment and Training Services,1987-04-23,38,Male,,,,,2018-10-05,2610,Toronto,"Self,  Family or Friend"
CLI002185,Alvarez,Nicholas,1Housing - Housing Help,1955-05-28,70,Do not know,,,,,2021-06-14,1627,Toronto,"Self,  Family or Friend"
CLI002186,Davis,Amy,Bridging Housing and Community Stabilization,1964-05-29,61,Male,,,,,2016-03-04,3555,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002187,Nelson,Gregory,HOP-Housing Stabilization,1984-04-20,41,Male,Toronto,,,,2023-07-12,869,Toronto,Internal Source
CLI002188,Howard,Pamela,1Housing - 40 Oak,1962-10-02,63,Female,,,,,2021-04-15,1687,Toronto,"Self,  Family or Friend"
CLI002189,Phillips,Angela,1Housing - Housing Help,1975-09-02,50,Female,,,,Medium,2024-08-08,476,Toronto,"Self,  Family or Friend"
CLI002190,Coleman,Noah,ETS Women's Baking Program,1996-06-27,29,Female,,,,,2024-04-12,594,Toronto,"Self,  Family or Friend"
CLI002191,Lopez,Jack,ETS Unassisted Services,1988-01-01,37,Male,,,,,2022-08-18,1197,Toronto,"Self,  Family or Friend"
CLI002192,Thompson,Pamela,ETS Employment Ontario Follow Up,1991-06-11,34,Male,,,,,2023-09-05,814,Toronto,"Self,  Family or Friend"
CLI002193,Wright,Zachary,Intensive Outreach Team (Downtown),1974-03-01,51,Male,Toronto,,,,2025-10-07,51,Toronto,The Access Point
CLI002194,Cox,Dennis,ETS Thrive,1990-01-06,35,Transgender  Female,,,,,2018-12-11,2543,Toronto,"Self,  Family or Friend"
CLI002195,Torres,Jason,Focus Program - Support withing Housing,1981-09-11,44,Female,Toronto,,,High,2025-06-04,176,Toronto,External Source
CLI002196,Jones,Emily,ETS TESS - Career Exploration,1981-03-25,44,Male,,,,,2020-08-11,1934,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002197,Long,Anthony,ETS Employment and Training Services,1981-03-25,44,Male,,,,,2020-08-06,1939,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002198,Carter,Ronald,ETS SSTEP,2022-11-28,2,Do not know,,,,,2022-10-14,1140,Toronto,"Self,  Family or Friend"
CLI002199,Edwards,Eric,ETS Employment and Training Services,2022-11-28,2,Do not know,,,,,2022-10-14,1140,Toronto,"Self,  Family or Friend"
CLI002200,Thomas,Ashley,CSS East,1962-03-29,63,Male,Toronto,,,,2023-05-12,930,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002201,Richardson,Elizabeth,Focus Program - PIH,1998-12-15,26,Male,,,,,2017-08-16,3025,Toronto,"Self,  Family or Friend"
CLI002202,Sullivan,Robert,ETS Employment and Training Services,1967-03-11,58,Female,,,,,2020-11-06,1847,Toronto,"Self,  Family or Friend"
CLI002203,Martin,Samantha,ETS SSTEP,1967-03-11,58,Female,,,,,2020-11-09,1844,Toronto,Internal Source
CLI002204,Adams,Helen,STOP,1940-04-26,85,Male,,,,,2012-12-07,4738,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002205,Martinez,Robert,HART Hub,1986-01-13,39,Male,,,,,2025-10-07,51,Toronto,"Self,  Family or Friend"
CLI002206,Gonzales,Susan,ETS Employment Ontario,1979-12-31,45,Female,,,,,2020-12-03,1820,Toronto,Internal Source
CLI002207,Moore,Justin,ETS Employment and Training Services,1979-12-31,45,Female,,,,,2020-10-06,1878,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002208,Reed,Amanda,ETS Employment and Training Services,1974-06-06,51,Female,,,,,2021-11-12,1476,Toronto,"Self,  Family or Friend"
CLI002209,Rodriguez,Charles,Bridging Housing and Community Stabilization,1973-01-15,52,Do not know,,,,,2018-01-19,2869,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002210,Nguyen,Virginia,ETS TESS - Career Exploration,1967-11-14,58,Male,,,,,2019-07-03,2339,Toronto,Internal Source
CLI002211,Martin,Joyce,ETS Employment Ontario,1997-12-04,27,Male,Scarborough,,,,2025-03-28,244,Toronto,Internal Source
CLI002212,Mitchell,Tyler,ETS Employment and Training Services,1997-12-04,27,Male,Scarborough,,,,2025-03-28,244,Toronto,"Self,  Family or Friend"
CLI002213,Perry,Joyce,ETS LEARN,1998-04-29,27,Male,Toronto,,,,2025-01-20,311,Toronto,"Self,  Family or Friend"
CLI002214,Anderson,Betty,ETS Employment Ontario Follow Up,1967-05-10,58,Female,,,,,2024-09-18,435,Toronto,"Self,  Family or Friend"
CLI002215,Alvarez,Timothy,ETS Wrap Around Supports,1967-05-10,58,Female,,,,,2023-03-01,1002,Toronto,"Self,  Family or Friend"
CLI002216,Powell,Kevin,Bridging Housing and Community Stabilization,1991-10-25,34,Male,,,,,2018-09-10,2635,Toronto,"Self,  Family or Friend"
CLI002217,Howard,Kenneth,CSS East,1953-08-19,72,Male,Toronto,,,,2018-07-24,2683,Toronto,"Self,  Family or Friend"
CLI002218,Green,Nicole,Pearson Community Bridging Project,1997-06-27,28,Female,,,,,2025-04-07,234,Toronto,"Self,  Family or Friend"
CLI002219,Reed,James,Open House Drop-In/MHJ (Case Management),1979-10-07,46,Female,Toronto,,,Medium,2025-05-08,203,Toronto,"Self,  Family or Friend"
CLI002220,Vasquez,Evelyn,Court Diversion - Ontario Court of Justice 10 Armoury,1979-10-07,46,Female,Toronto,,,High,2025-05-08,203,Toronto,External Source
CLI002221,Lopez,Christine,ETS Employment and Training Services,1971-08-26,54,Female,,,,,2021-11-05,1483,Toronto,"Self,  Family or Friend"
CLI002222,Edwards,James,Bridging Steps to Support,1970-11-04,55,Male,Toronto,,,,2025-08-28,91,Toronto,"Self,  Family or Friend"
CLI002223,Smith,Gary,STOP,1939-03-23,86,Female,,,,,2024-12-10,352,Toronto,External Source
CLI002224,Baker,Frank,ETS Employment and Training Services,1960-06-03,65,Male,,,,,2021-10-07,1512,Toronto,"Self,  Family or Friend"
CLI002225,White,Christopher,ETS Employment Ontario Follow Up,1968-01-20,57,Female,,,,,2023-02-13,1018,Toronto,"Self,  Family or Friend"
CLI002226,Scott,Heather,HOP - Hostel Outreach Program,1963-04-08,62,Female,Toronto,,,,2017-03-21,3173,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002227,Garcia,Christine,Intensive Outreach Team (Downtown),1957-08-17,68,Female,,,,,2023-01-04,1058,Toronto,The Access Point
CLI002228,Parker,Joseph,CSS East,1994-03-17,31,Male,Scarborough,,,,2025-09-04,84,Toronto,The Access Point
CLI002229,Hill,Richard,HART Hub,1960-06-05,65,Female,,,,,2025-10-06,52,Toronto,"Self,  Family or Friend"
CLI002230,Price,Evelyn,STOP,1952-12-06,72,Female,,,,,2014-09-05,4101,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002231,Price,Jennifer,ETS Employment and Training Services,1992-01-24,33,Male,,,,,2023-03-08,995,Toronto,"Self,  Family or Friend"
CLI002232,Perry,Elizabeth,ETS Path to Employment,1992-01-24,33,Male,,,,,2023-03-09,994,Toronto,"Self,  Family or Friend"
CLI002233,Morales,Dennis,ETS Employment Ontario,1992-01-24,33,Male,,,,,2023-03-08,995,Toronto,Internal Source
CLI002234,Collins,Nancy,ETS TESS - Hospitality,1972-07-12,53,Male,,,,,2023-05-25,917,Toronto,"Self,  Family or Friend"
CLI002235,Ross,Nathan,ETS Employment Ontario Follow Up,1961-05-19,64,Male,,,,,2020-09-03,1911,Toronto,"Self,  Family or Friend"
CLI002236,Brooks,Noah,Bridging Housing and Community Stabilization,1956-04-26,69,Male,,,,,2016-11-01,3313,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002237,Lopez,Rebecca,Pearson Community Bridging Project,1988-10-23,37,Female,,,,,2025-06-18,162,Toronto,"Self,  Family or Friend"
CLI002238,Brooks,Christina,Court Diversion-Toronto Regional Bail Centre 2201 Finch,1964-04-03,61,Male,,,,,2023-09-18,801,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002239,Romero,Susan,ETS Unassisted Services,1984-05-18,41,Male,,,,,2022-08-17,1198,Toronto,"Self,  Family or Friend"
CLI002240,Thompson,Ryan,General Case Management  (for Court workers),1983-03-12,42,Female,Scarborough,,,,2025-10-09,49,Toronto,External Source
CLI002241,Coleman,Nicholas,CSS West - SHORT TERM,1990-05-16,35,Male,Toronto,,,,2025-04-11,230,Toronto,The Access Point
CLI002242,Perry,Rachel,CSS West,1980-08-06,45,Female,,,,,2023-05-03,939,Toronto,Internal Source
CLI002243,Mitchell,Justin,Court Diversion - Ontario Court of Justice 10 Armoury,1980-08-06,45,Female,,,,,2024-06-05,540,Toronto,Other
CLI002244,Richardson,Zachary,HOP-Housing Stabilization,1958-05-03,67,Female,Toronto,,,,2023-07-20,861,Toronto,"Self,  Family or Friend"
CLI002245,Lopez,Jerry,Court Diversion - Ontario Court of Justice 10 Armoury,1997-06-16,28,Do not know,,,,,2023-06-14,897,Toronto,Other
CLI002246,Jackson,Benjamin,ETS Employment and Training Services,2019-08-24,6,Male,,,,,2019-08-22,2289,Toronto,"Self,  Family or Friend"
CLI002247,Perry,Betty,Court Diversion - College Park,1977-06-07,48,Male,,,,,2022-03-10,1358,Toronto,Other
CLI002248,Sanders,Elizabeth,1Housing - 145 Queen,1987-08-06,38,Do not know,,,,,2024-02-22,644,Toronto,"Self,  Family or Friend"
CLI002249,Rogers,Cynthia,Court Diversion - Ontario Court of Justice 10 Armoury,2001-01-01,24,Female,Toronto,,,,2025-05-12,199,Toronto,External Source
CLI002250,Jimenez,John,Bridging Steps to Support,1984-01-09,41,Female,Toronto,,,High,2025-08-11,108,Toronto,"Self,  Family or Friend"
CLI002251,Sanchez,Shirley,ETS Employment Ontario,1992-03-06,33,Male,,,,,2023-09-12,807,Toronto,Internal Source
CLI002252,Wood,Rachel,ETS Employment and Training Services,1992-03-06,33,Male,,,,,2023-09-12,807,Toronto,"Self,  Family or Friend"
CLI002253,Cruz,Maria,Community Advocacy Program,1900-01-01,125,Do not know,,,,,2023-05-31,911,Toronto,"Self,  Family or Friend"
CLI002254,Lewis,Amy,ETS Employment and Training Services,1958-03-14,67,Male,,,,,2019-11-20,2199,Toronto,"Self,  Family or Friend"
CLI002255,Allen,Gary,ETS Employment Ontario,1961-10-09,64,Male,,,,,2019-09-17,2263,Toronto,Internal Source
CLI002256,Mitchell,Ryan,ETS Employment and Training Services,1961-10-09,64,Male,,,,,2019-08-28,2283,Toronto,"Self,  Family or Friend"
CLI002257,Hill,Noah,Dan Harrison & George Street Partnership (DHG),1984-12-10,40,Do not know,,,,,2021-12-03,1455,Toronto,"Self,  Family or Friend"
CLI002258,Roberts,Jose,Open House Drop-In/MHJ (Case Management),1991-03-29,34,Female,,,,Low,2025-09-26,62,Toronto,"Self,  Family or Friend"
CLI002259,Bennett,Heather,Bridging Enhanced Housing Support Program,1962-03-03,63,Male,Toronto,,,Medium,2025-04-30,211,Toronto,"Self,  Family or Friend"
CLI002260,Anderson,Joan,Bridging Birchmount Greens,1983-02-03,42,Female,Scarbrough,,,,2023-12-01,727,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002261,Stewart,Linda,ETS Employment and Training Services,1988-01-24,37,Female,,,,,2023-03-13,990,Toronto,"Self,  Family or Friend"
CLI002262,Ramirez,Jerry,Bridging Housing and Community Stabilization,1987-01-03,38,Male,,,,,2018-05-08,2760,Toronto,"Self,  Family or Friend"
CLI002263,Gomez,Jack,MHASH,1969-03-24,56,Male,Toronto,,,,2017-12-20,2899,Toronto,External Source
CLI002264,Rivera,Kevin,ETS Women's Baking Program,1985-01-01,40,Female,,,,,2024-09-20,433,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002265,Patel,Helen,Early Intervention,2002-01-12,23,Male,,,,,2024-06-07,538,Toronto,"Self,  Family or Friend"
CLI002266,Morgan,Michelle,Court Diversion - Ontario Court of Justice 10 Armoury,1982-08-22,43,Female,Toronto,,,High,2025-10-21,37,Toronto,External Source
CLI002267,King,Evelyn,CSS East,1970-01-29,55,Female,,,,,2025-10-01,57,Toronto,The Access Point
CLI002268,Barnes,Charles,Intensive Outreach Team (Downtown),1980-06-28,45,Male,,,,,2025-02-26,274,Toronto,The Access Point
CLI002269,Brooks,Christina,ETS Employment and Training Services,1985-08-23,40,Female,Toronto,,,,2025-04-08,233,Toronto,"Self,  Family or Friend"
CLI002270,Williams,Richard,STOP,1959-03-02,66,Male,,,,,2018-08-30,2646,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002271,Richardson,Emma,ETS Employment Ontario,1988-05-12,37,Male,,,,,2023-02-22,1009,Toronto,"Self,  Family or Friend"
CLI002272,Simmons,Aaron,ETS Job Development,1988-05-12,37,Male,,,,,2023-04-19,953,Toronto,Internal Source
CLI002273,Lopez,Joshua,ETS Employment and Training Services,1988-05-12,37,Male,,,,,2023-02-22,1009,Toronto,"Self,  Family or Friend"
CLI002274,Flores,Patricia,1Housing - Housing Help,1974-04-22,51,Male,,,,Medium,2025-06-25,155,Toronto,"Self,  Family or Friend"
CLI002275,Bell,Nicole,1Housing - Housing Help,1988-10-24,37,Do not know,,,,Low,2024-06-06,539,Toronto,"Self,  Family or Friend"
CLI002276,Cook,Ashley,Bridging Housing and Community Stabilization,1965-03-01,60,Female,,,,,2018-09-10,2635,Toronto,"Self,  Family or Friend"
CLI002277,Garcia,Frank,ETS Employment Ontario,1968-01-16,57,Female,,,,,2018-07-18,2689,Toronto,"Self,  Family or Friend"
CLI002278,Gray,Linda,ETS Employment and Training Services,1985-11-26,40,Female,,,,,2023-06-16,895,Toronto,"Self,  Family or Friend"
CLI002279,Miller,Samantha,HART Hub,1984-07-02,41,Male,,,,,2025-10-29,29,Toronto,"Self,  Family or Friend"
CLI002280,Lewis,Michael,HOP Indigenous Case Management,1993-09-24,32,Other,Toronto,,,,2025-09-03,85,Toronto,The Access Point
CLI002281,Henderson,Jonathan,Court Diversion - Old City Hall,1989-02-16,36,Male,,,,,2012-06-12,4916,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002282,Romero,Michael,ETS Employment Ontario Follow Up,1986-01-06,39,Female,,,,,2022-04-29,1308,Toronto,"Self,  Family or Friend"
CLI002283,Richardson,Edward,ETS Employment and Training Services,1971-02-13,54,Male,,,,,2018-09-27,2618,Toronto,"Self,  Family or Friend"
CLI002284,Romero,Patricia,ETS Employment Ontario Follow Up,1966-11-06,59,Female,,,,,2022-05-19,1288,Toronto,"Self,  Family or Friend"
CLI002285,Gray,Deborah,1Housing - Kingston Road (4626 & 4628),1960-03-26,65,Female,Toronto,,,High,2025-07-30,120,Toronto,External Source
CLI002286,Young,Joyce,HOP Indigenous Case Management,1985-05-18,40,Female,Toronto,,,,2025-09-22,66,Toronto,The Access Point
CLI002287,Patel,Samantha,Open House Drop-In/MHJ (Case Management),1987-04-16,38,Male,,,,,2023-06-21,890,Toronto,"Self,  Family or Friend"
CLI002288,Collins,Nathan,ETS Employment Ontario,1900-01-01,125,Male,,,,,2019-08-16,2295,Toronto,"Self,  Family or Friend"
CLI002289,Williams,Janet,CSS West,1962-10-04,63,Do not know,,,,,2008-07-16,6343,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002290,Carter,Jonathan,ETS Employment and Training Services,1996-12-16,28,Female,,,,,2024-01-08,689,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002291,Perry,Nicole,ETS Employment Ontario,1960-04-05,65,Male,,,,,2021-04-12,1690,Toronto,"Self,  Family or Friend"
CLI002292,Martinez,Anna,ETS Employment and Training Services,1960-04-05,65,Male,,,,,2021-03-02,1731,Toronto,"Self,  Family or Friend"
CLI002293,Kim,Raymond,ETS Employment and Training Services,1963-11-17,62,Do not know,,,,,2022-06-15,1261,Toronto,"Self,  Family or Friend"
CLI002294,Romero,Brandon,CSS West - DOP,1992-02-28,33,Male,,,,,2022-01-05,1422,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI002295,Russell,Nathan,CSS West,1992-02-28,33,Male,,,,Low,2025-08-20,99,Toronto,Internal Source
CLI002296,Cruz,Joshua,Open House Drop-In/MHJ (Case Management),1986-10-06,39,Male,,,,,2016-11-26,3288,Toronto,"Self,  Family or Friend"
CLI002297,Anderson,Timothy,Focus Program - Case Management Court Support Services,1900-01-01,125,Do not know,,,,,2021-07-05,1606,Toronto,"Self,  Family or Friend"
CLI002298,Hernandez,Dennis,ETS Wrap Around Supports,1975-07-18,50,Female,,,,,2023-03-01,1002,Toronto,"Self,  Family or Friend"
CLI002299,Mendoza,Timothy,Open House Drop-In/MHJ (Case Management),1969-03-31,56,Male,,,,Low,2025-05-13,198,Toronto,"Self,  Family or Friend"
