client_id,first_name,last_name,email,phone,dob,program_name,admission_date,discharge_date,program_status,referral_source,receiving_services,support_workers,notes
CID101624,TestFirst--1624,TestLast--1624,test1624@example.com,+916688482145,2024-02-10,Family Support,2023-02-09,2024-12-05,discharged,School,no,Asha Patel,support workers different order
CID101625,TestFirst--1625,TestLast--1625,test1625@example.com,+917909750067,2024-02-10,Counselling,2023-10-21,2024-06-17,discharged,Self,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID101626,TestFirst--1626,TestLast--1626,test1626@example.com,+919547934222,2024-08-20,Housing Support,2024-11-02,2025-03-10,discharged,School,no,"Rita Kumar, Sunil Iyer",Initial enrollment
CID101627,TestFirst--1627,TestLast--1627,test1627@example.com,+919033053324,2022-12-13,Addiction Counselling,2024-06-17,2025-01-04,active,Agency A,no,Anil Verma,support workers lowercase
CID101628,TestFirst--1628,TestLast--1628,test1628@example.com,+916236018607,2025-06-16,Employment Assistance,2025-09-14,2025-06-22,discharged,Self,no,Dr. Singh,Initial enrollment
CID101629,TestFirst--1629,TestLast--1629,test1629@example.com,+916293581100,2023-06-28,Family Support,2023-05-22,2025-08-20,discharged,Agency A,yes,"Rita Kumar,Sunil Iyer",Initial enrollment
CID101630,TestFirst--1630,TestLast--1630,test1630@example.com,+919343834802,2023-04-05,Counselling,2025-05-18,2023-10-16,active,Clinic,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID101631,TestFirst--1631,TestLast--1631,test1631@example.com,+917476421622,2023-08-04,Housing Support,2024-05-22,2023-01-18,discharged,Agency C,yes,Dr. Singh,Initial enrollment
CID101632,TestFirst--1632,TestLast--1632,test1632@example.com,+918574098967,2023-01-17,Addiction Counselling,2024-03-16,2025-02-26,discharged,Agency B,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID101633,TestFirst--1633,TestLast--1633,test1633@example.com,+916576093923,2025-08-17,Employment Assistance,2023-12-02,2025-09-11,active,Hospital,no,Rita Kumar,Primary enrollment
CID101634,TestFirst--1634,TestLast--1634,test1634@example.com,+916430998573,2023-07-30,Family Support,2024-08-13,2023-03-19,active,School,yes,Dr. Singh,Duplicate-case 1
CID101635,TestFirst--1635,TestLast--1635,test1635@example.com,+916457247319,2023-01-16,Counselling,2024-02-19,2024-08-17,active,Agency C,yes,Rita Kumar,support workers lowercase
CID101636,TestFirst--1636,TestLast--1636,test1636@example.com,+918465347590,2023-09-30,Housing Support,2024-01-09,2024-01-19,discharged,Self,no,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID101637,TestFirst--1637,TestLast--1637,test1637@example.com,+918630318978,2024-06-21,Addiction Counselling,2024-07-24,2025-03-09,active,Agency A,no,Asha Patel,Duplicate with status difference
CID101638,TestFirst--1638,TestLast--1638,test1638@example.com,+917632030385,2024-10-15,Employment Assistance,2023-09-02,2025-07-07,discharged,Self,no,Anil Verma,support workers different order
CID101639,TestFirst--1639,TestLast--1639,test1639@example.com,+916436627953,2024-04-30,Family Support,2025-02-18,2023-11-14,active,Agency B,no,Asha Patel,support workers lowercase
CID101640,TestFirst--1640,TestLast--1640,test1640@example.com,+916988521119,2025-04-04,Counselling,2025-09-12,2025-04-02,discharged,Self,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID101641,TestFirst--1641,TestLast--1641,test1641@example.com,+916798050179,2024-11-13,Housing Support,2023-11-21,2023-02-18,discharged,Hospital,yes,Rita Kumar,Duplicate with status difference
CID101642,TestFirst--1642,TestLast--1642,test1642@example.com,+918883389057,2023-04-29,Addiction Counselling,2025-01-28,2023-05-07,discharged,School,yes,"sunil iyer, Rita Kumar",Duplicate-case 1
CID101643,TestFirst--1643,TestLast--1643,test1643@example.com,+918934054860,2025-08-13,Employment Assistance,2024-02-22,2023-10-20,pending,Outreach,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID101644,TestFirst--1644,TestLast--1644,test1644@example.com,+916221978184,2023-01-29,Family Support,2025-03-30,2024-09-15,active,Self,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID101645,TestFirst--1645,TestLast--1645,test1645@example.com,+918426846142,2024-07-18,Counselling,2025-05-23,2025-07-25,pending,School,no,Dr. Singh,Duplicate with status difference
CID101646,TestFirst--1646,TestLast--1646,test1646@example.com,+917846237351,2023-03-01,Housing Support,2025-11-20,2023-12-31,active,Outreach,yes,Asha Patel,support workers lowercase
CID101647,TestFirst--1647,TestLast--1647,test1647@example.com,+919860681193,2025-09-25,Addiction Counselling,2024-10-24,2025-04-15,pending,Hospital,yes,"Rita Kumar,Sunil Iyer",support workers different order
CID101648,TestFirst--1648,TestLast--1648,test1648@example.com,+917622786080,2024-11-06,Employment Assistance,2024-01-15,2024-04-02,discharged,School,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID101649,TestFirst--1649,TestLast--1649,test1649@example.com,+918230426455,2024-04-16,Family Support,2023-10-26,2025-05-13,pending,School,yes,Dr. Singh,Initial enrollment
CID101650,TestFirst--1650,TestLast--1650,test1650@example.com,+916727606966,2024-01-25,Counselling,2023-05-06,2025-07-23,pending,Agency C,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID101651,TestFirst--1651,TestLast--1651,test1651@example.com,+916721559887,2023-12-25,Housing Support,2023-03-21,2023-09-16,discharged,School,yes,Asha Patel,Duplicate-case 1
CID101652,TestFirst--1652,TestLast--1652,test1652@example.com,+919444327455,2024-06-06,Addiction Counselling,2024-06-12,2023-09-18,active,Agency C,no,Anil Verma,Duplicate-case 2 - different referral_source
CID101653,TestFirst--1653,TestLast--1653,test1653@example.com,+918299793145,2023-01-19,Employment Assistance,2025-10-18,2024-03-24,pending,Clinic,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 1
CID101654,TestFirst--1654,TestLast--1654,test1654@example.com,+916805405609,2024-04-19,Family Support,2025-10-24,2023-03-23,pending,Self,no,Rita Kumar,Duplicate-case 2 - different referral_source
CID101655,TestFirst--1655,TestLast--1655,test1655@example.com,+917464777710,2024-07-12,Counselling,2025-03-26,2024-04-15,pending,Agency B,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID101656,TestFirst--1656,TestLast--1656,test1656@example.com,+918467771395,2023-11-14,Housing Support,2023-03-02,2024-02-19,discharged,Hospital,no,Sonia Rao,Initial enrollment
CID101657,TestFirst--1657,TestLast--1657,test1657@example.com,+918302789351,2023-01-06,Addiction Counselling,2025-01-26,2023-01-31,discharged,Clinic,yes,Rita Kumar,Duplicate-case 2 - different referral_source
CID101658,TestFirst--1658,TestLast--1658,test1658@example.com,+919512687103,2023-12-19,Employment Assistance,2023-09-02,2025-04-02,active,Clinic,yes,Anil Verma,support workers different order
CID101659,TestFirst--1659,TestLast--1659,test1659@example.com,+919387081847,2025-04-26,Family Support,2024-05-02,2024-12-03,discharged,Outreach,no,Dr. Singh,Duplicate with status difference
CID101660,TestFirst--1660,TestLast--1660,test1660@example.com,+919413121744,2023-02-09,Counselling,2023-02-26,2025-11-07,active,School,yes,Rita Kumar,Duplicate-case 1
CID101661,TestFirst--1661,TestLast--1661,test1661@example.com,+917728383168,2025-01-13,Housing Support,2023-11-12,2023-02-12,discharged,Hospital,yes,"Rita Kumar,Sunil Iyer",support workers different order
CID101662,TestFirst--1662,TestLast--1662,test1662@example.com,+919073769394,2023-03-17,Addiction Counselling,2024-07-06,2023-11-10,pending,Outreach,no,Anil Verma,support workers lowercase
CID101663,TestFirst--1663,TestLast--1663,test1663@example.com,+917753440036,2023-06-17,Employment Assistance,2024-02-29,2024-11-13,discharged,Agency C,no,Dr. Singh,Duplicate-case 1
CID101664,TestFirst--1664,TestLast--1664,test1664@example.com,+916010598671,2025-11-07,Family Support,2023-01-11,2022-12-05,pending,Agency B,no,Dr. Singh,support workers lowercase
CID101665,TestFirst--1665,TestLast--1665,test1665@example.com,+918735816380,2024-10-03,Counselling,2024-01-31,2023-11-05,pending,School,yes,Dr. Singh,Duplicate with status difference
CID101666,TestFirst--1666,TestLast--1666,test1666@example.com,+919223416703,2025-06-03,Housing Support,2025-03-05,2025-07-24,pending,Clinic,yes,Anil Verma,support workers different order
CID101667,TestFirst--1667,TestLast--1667,test1667@example.com,+919900308436,2024-06-26,Addiction Counselling,2024-10-26,2025-02-04,discharged,Clinic,no,Rita Kumar,support workers lowercase
CID101668,TestFirst--1668,TestLast--1668,test1668@example.com,+919935487245,2024-02-11,Employment Assistance,2025-01-29,2024-03-18,discharged,Self,yes,Asha Patel,support workers different order
CID101669,TestFirst--1669,TestLast--1669,test1669@example.com,+919338575551,2023-07-20,Family Support,2025-04-24,2025-06-28,discharged,School,yes,Sonia Rao,Duplicate-case 2 - different referral_source
CID101670,TestFirst--1670,TestLast--1670,test1670@example.com,+918011315527,2022-12-19,Counselling,2024-06-15,2025-03-20,pending,Hospital,yes,"sunil iyer, Rita Kumar",Duplicate-case 1
CID101671,TestFirst--1671,TestLast--1671,test1671@example.com,+918546022463,2025-04-02,Housing Support,2023-11-17,2025-06-30,active,Clinic,no,Rita Kumar,Duplicate with status difference
CID101672,TestFirst--1672,TestLast--1672,test1672@example.com,+918175866209,2023-12-05,Addiction Counselling,2024-01-24,2024-03-06,discharged,Clinic,yes,Anil Verma,support workers different order
CID101673,TestFirst--1673,TestLast--1673,test1673@example.com,+919301149127,2023-03-05,Employment Assistance,2025-04-28,2024-01-26,active,Hospital,no,"Rita Kumar, Sunil Iyer",support workers lowercase
CID101674,TestFirst--1674,TestLast--1674,test1674@example.com,+918355346980,2024-07-30,Family Support,2023-03-28,2023-02-16,active,Self,no,"Rita Kumar, Sunil Iyer",support workers different order
CID101675,TestFirst--1675,TestLast--1675,test1675@example.com,+917751522300,2024-05-06,Counselling,2025-03-23,2025-08-30,discharged,Agency A,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID101676,TestFirst--1676,TestLast--1676,test1676@example.com,+918921619635,2024-07-03,Housing Support,2024-01-04,2024-11-27,active,Agency A,no,"Rita Kumar, Sunil Iyer",support workers lowercase
CID101677,TestFirst--1677,TestLast--1677,test1677@example.com,+917934804545,2024-07-13,Addiction Counselling,2025-07-11,2025-10-20,pending,Agency C,no,Sonia Rao,support workers lowercase
CID101678,TestFirst--1678,TestLast--1678,test1678@example.com,+917433879153,2023-07-11,Employment Assistance,2025-10-11,2023-01-01,discharged,Agency A,no,Asha Patel,support workers lowercase
CID101679,TestFirst--1679,TestLast--1679,test1679@example.com,+918638860153,2024-05-13,Family Support,2024-04-10,2023-07-29,pending,Clinic,yes,Anil Verma,Duplicate-case 1
CID101680,TestFirst--1680,TestLast--1680,test1680@example.com,+919288351325,2023-06-18,Counselling,2023-02-27,2025-08-12,active,Agency C,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID101681,TestFirst--1681,TestLast--1681,test1681@example.com,+919007908400,2023-04-14,Housing Support,2024-12-05,2023-04-06,pending,Agency B,yes,"Rita Kumar, Sunil Iyer",Primary enrollment
CID101682,TestFirst--1682,TestLast--1682,test1682@example.com,+916081745629,2023-04-30,Addiction Counselling,2023-11-24,2023-11-13,active,Clinic,yes,Asha Patel,support workers lowercase
CID101683,TestFirst--1683,TestLast--1683,test1683@example.com,+919037198618,2025-07-14,Employment Assistance,2025-09-06,2023-11-17,pending,Agency A,yes,Dr. Singh,support workers different order
CID101684,TestFirst--1684,TestLast--1684,test1684@example.com,+919868892309,2024-12-04,Family Support,2024-07-14,2025-05-04,discharged,Agency C,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID101685,TestFirst--1685,TestLast--1685,test1685@example.com,+919873409775,2023-01-07,Counselling,2025-04-22,2023-03-03,discharged,School,yes,Rita Kumar,Duplicate-case 2 - different referral_source
CID101686,TestFirst--1686,TestLast--1686,test1686@example.com,+916479974505,2025-11-07,Housing Support,2024-04-06,2025-10-28,pending,Agency A,yes,Dr. Singh,support workers different order
CID101687,TestFirst--1687,TestLast--1687,test1687@example.com,+916579852607,2024-12-08,Addiction Counselling,2024-02-17,2023-10-07,pending,Agency A,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID101688,TestFirst--1688,TestLast--1688,test1688@example.com,+918818867943,2024-07-07,Employment Assistance,2024-09-18,2024-03-28,pending,Self,yes,Anil Verma,Initial enrollment
CID101689,TestFirst--1689,TestLast--1689,test1689@example.com,+919278973674,2024-02-20,Family Support,2023-11-12,2023-01-06,pending,School,no,"Rita Kumar,Sunil Iyer",Primary enrollment
CID101690,TestFirst--1690,TestLast--1690,test1690@example.com,+917068317708,2024-04-19,Counselling,2023-03-13,2025-08-04,discharged,Agency C,yes,Sonia Rao,Initial enrollment
CID101691,TestFirst--1691,TestLast--1691,test1691@example.com,+919534804725,2024-03-02,Housing Support,2023-06-24,2023-02-05,discharged,Agency A,no,Rita Kumar,Initial enrollment
CID101692,TestFirst--1692,TestLast--1692,test1692@example.com,+918720577260,2023-01-25,Addiction Counselling,2024-06-15,2025-05-04,active,Hospital,yes,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID101693,TestFirst--1693,TestLast--1693,test1693@example.com,+919551763180,2025-05-19,Employment Assistance,2025-05-24,2023-09-23,pending,Clinic,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID101694,TestFirst--1694,TestLast--1694,test1694@example.com,+919539127823,2023-10-27,Family Support,2023-11-19,2024-11-22,pending,Clinic,no,Dr. Singh,Duplicate with status difference
CID101695,TestFirst--1695,TestLast--1695,test1695@example.com,+918986121259,2025-07-10,Counselling,2023-05-18,2025-07-26,discharged,Clinic,yes,"Rita Kumar, Sunil Iyer",Primary enrollment
CID101696,TestFirst--1696,TestLast--1696,test1696@example.com,+919278595694,2024-04-02,Housing Support,2025-10-26,2025-10-31,pending,Agency A,no,"Rita Kumar, Sunil Iyer",support workers lowercase
CID101697,TestFirst--1697,TestLast--1697,test1697@example.com,+916077112971,2024-03-21,Addiction Counselling,2024-06-27,2024-09-13,pending,School,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID101698,TestFirst--1698,TestLast--1698,test1698@example.com,+917838169398,2023-05-31,Employment Assistance,2024-12-30,2023-05-02,pending,Hospital,yes,Rita Kumar,Duplicate with status difference
CID101699,TestFirst--1699,TestLast--1699,test1699@example.com,+916708050202,2023-05-09,Family Support,2023-02-19,2024-10-08,pending,Agency A,yes,Sonia Rao,Duplicate with status difference
CID101700,TestFirst--1700,TestLast--1700,test1700@example.com,+918206369298,2024-01-13,Counselling,2023-08-17,2025-10-29,discharged,Agency A,yes,Dr. Singh,Initial enrollment
CID101701,TestFirst--1701,TestLast--1701,test1701@example.com,+918800125214,2025-10-04,Housing Support,2025-07-23,2023-09-13,active,Hospital,yes,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID101702,TestFirst--1702,TestLast--1702,test1702@example.com,+916742954291,2025-07-18,Addiction Counselling,2024-04-06,2024-07-14,discharged,School,yes,"sunil iyer, Rita Kumar",support workers lowercase
CID101703,TestFirst--1703,TestLast--1703,test1703@example.com,+918741364627,2023-12-20,Employment Assistance,2023-07-12,2023-04-30,pending,Agency C,yes,"Rita Kumar, Sunil Iyer",support workers different order
CID101704,TestFirst--1704,TestLast--1704,test1704@example.com,+916029004578,2024-03-28,Family Support,2023-04-30,2025-04-10,discharged,Hospital,no,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID101705,TestFirst--1705,TestLast--1705,test1705@example.com,+919426089131,2025-08-02,Counselling,2025-04-02,2024-08-21,active,Outreach,no,Dr. Singh,Primary enrollment
CID101706,TestFirst--1706,TestLast--1706,test1706@example.com,+917330396640,2025-11-07,Housing Support,2024-01-26,2025-07-23,discharged,Agency C,no,Anil Verma,Duplicate-case 2 - different referral_source
CID101707,TestFirst--1707,TestLast--1707,test1707@example.com,+918556435291,2025-08-17,Addiction Counselling,2025-11-26,2024-11-07,pending,Outreach,no,Dr. Singh,Primary enrollment
CID101708,TestFirst--1708,TestLast--1708,test1708@example.com,+918436282255,2023-03-09,Employment Assistance,2025-08-30,2025-08-03,pending,Outreach,no,"sunil iyer, Rita Kumar",Initial enrollment
CID101709,TestFirst--1709,TestLast--1709,test1709@example.com,+918543074786,2022-12-01,Family Support,2025-09-22,2022-12-02,discharged,Agency C,no,"sunil iyer, Rita Kumar",support workers lowercase
CID101710,TestFirst--1710,TestLast--1710,test1710@example.com,+919506724460,2023-06-25,Counselling,2025-06-11,2024-12-16,discharged,Clinic,no,"Rita Kumar, Sunil Iyer",Primary enrollment
CID101711,TestFirst--1711,TestLast--1711,test1711@example.com,+916465235189,2024-09-16,Housing Support,2024-08-20,2023-11-04,pending,Outreach,yes,"Rita Kumar, Sunil Iyer",Initial enrollment
CID101712,TestFirst--1712,TestLast--1712,test1712@example.com,+919741747223,2024-06-09,Addiction Counselling,2025-08-18,2025-01-02,discharged,School,yes,Rita Kumar,Duplicate with status difference
CID101713,TestFirst--1713,TestLast--1713,test1713@example.com,+919477401331,2023-04-12,Employment Assistance,2024-06-18,2024-08-14,discharged,Agency C,no,Rita Kumar,Primary enrollment
